mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=196.153605974	met24914	Dihydro-5-(2-octenyl)-2(3H)-furanone	HMDB0030867	Endogenous|Food	Organic compounds	Membrane	196.14632988	C12H20O2
m/z=196.153605974	met44030	Linalyl acetate	HMDB0039522	Endogenous|Food	Organic compounds	Extracellular|Membrane	196.14632988	C12H20O2
m/z=196.153605974	met9987	Dihydrocarveol acetate	HMDB0041469	Endogenous|Food	Organic compounds	Extracellular|Membrane	196.14632988	C12H20O2
m/z=196.153605974	met49014	alpha-Campholene acetate	HMDB0032193	Endogenous|Food	Organic compounds	Extracellular|Membrane	196.14632988	C12H20O2
m/z=207.060371317	met68369	4-(2-Aminophenyl)-2,4-dioxobutanoic acid	HMDB0000978	Endogenous	Organic compounds	Cytoplasm	207.05315778	C10H9NO4
m/z=207.060371317	met53347	(2R,2S)-Isobuteine	HMDB0030411	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	207.0565286	C7H13NO4S
m/z=207.060371317	met46154	2-Methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid	HMDB0031200	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	207.0565286	C7H13NO4S
m/z=207.060414176	met68369	4-(2-Aminophenyl)-2,4-dioxobutanoic acid	HMDB0000978	Endogenous	Organic compounds	Cytoplasm	207.05315778	C10H9NO4
m/z=207.060414176	met53347	(2R,2S)-Isobuteine	HMDB0030411	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	207.0565286	C7H13NO4S
m/z=207.060414176	met46154	2-Methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid	HMDB0031200	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	207.0565286	C7H13NO4S
m/z=212.106089918	met59341	2-Amino-3,4-dimethylimidazo[4,5-f]quinoline	HMDB0029707	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	212.1061964	C12H12N4
m/z=215.114362482	met16120	Propenoylcarnitine	HMDB0013124	Endogenous|Food	Organic compounds	Extracellular|Membrane	215.11575804	C10H17NO4
m/z=219.087550726	met1094	Asparaginyl-Serine	HMDB0028740	Endogenous	Organic compounds	NULL	219.08552054	C7H13N3O5
m/z=219.087550726	met23331	alpha-Methoxy-1H-indole-3-propanoic acid	HMDB0038339	Food	Organic compounds	Cytoplasm|Extracellular	219.08954329	C12H13NO3
m/z=219.087550726	met28453	Serinyl-Asparagine	HMDB0029034	Endogenous	Organic compounds	NULL	219.08552054	C7H13N3O5
m/z=219.087550726	met41725	Nigellimine N-oxide	HMDB0033436	Food	Organic compounds	Extracellular|Cytoplasm	219.08954329	C12H13NO3
m/z=219.087550726	met3546	alpha-Hydroxy-1-methyl-1H-indole-3-propanoic acid	HMDB0038338	Food	Organic compounds	Cytoplasm|Extracellular	219.08954329	C12H13NO3
m/z=231.148070951	met4632	Butyrylcarnitine	HMDB0002013	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	231.14705817	C11H21NO4
m/z=231.148070951	met54046	Isobutyryl-L-carnitine	HMDB0000736	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	231.14705817	C11H21NO4
m/z=231.137073941	met8572	Arginyl-Glycine	HMDB0028709	Endogenous	Organic compounds	NULL	231.13313944	C8H17N5O3
m/z=231.137073941	met4632	Butyrylcarnitine	HMDB0002013	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	231.14705817	C11H21NO4
m/z=231.137073941	met54046	Isobutyryl-L-carnitine	HMDB0000736	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	231.14705817	C11H21NO4
m/z=231.137073941	met28741	Glycyl-Arginine	HMDB0028835	Endogenous	Organic compounds	NULL	231.13313944	C8H17N5O3
m/z=232.11327979	met30500	Tetrahydrofurfuryl cinnamate	HMDB0036189	Food	Phenylpropanoids and polyketides	Membrane	232.10994438	C14H16O3
m/z=232.11327979	met20849	4-(Glutamylamino) butanoate	HMDB0012161	Endogenous	Organic compounds	NULL	232.10592163	C9H16N2O5
m/z=232.11327979	met10771	Valyl-Aspartate	HMDB0029123	Endogenous	Organic compounds	NULL	232.10592163	C9H16N2O5
m/z=232.11327979	met45026	Aspartyl-Valine	HMDB0028766	Endogenous	Organic compounds	NULL	232.10592163	C9H16N2O5
m/z=232.11327979	met7506	Pterosin E	HMDB0036605	Food	Benzenoids	Cytoplasm|Extracellular	232.10994438	C14H16O3
m/z=232.11327979	met12978	Hydroxyprolyl-Threonine	HMDB0028873	Endogenous	Organic compounds	NULL	232.10592163	C9H16N2O5
m/z=232.11327979	met68155	L-N-(3-Carboxypropyl)glutamine	HMDB0029393	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	232.10592163	C9H16N2O5
m/z=232.11327979	met26349	L-Acetopine	HMDB0039111	Food	Organic acids and derivatives	Cytoplasm|Extracellular	232.11715502	C8H16N4O4
m/z=232.11327979	met31037	Marindinin	HMDB0029504	Endogenous|Food	Organic compounds	Membrane	232.10994438	C14H16O3
m/z=232.11327979	met15002	Melatonin	HMDB0001389	Endogenous	Organoheterocyclic compounds	Cytoplasm	232.12117777	C13H16N2O2
m/z=232.11327979	met6934	N2-Succinyl-L-ornithine	HMDB0001199	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)	232.10592163	C9H16N2O5
m/z=232.11327979	met23010	Threoninyl-Hydroxyproline	HMDB0029062	Endogenous	Organic compounds	NULL	232.10592163	C9H16N2O5
m/z=232.189801678	met13892	1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one	HMDB0029704	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	232.18271539	C16H24O
m/z=238.113692017	met219	1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene	HMDB0034046	Food	Organic compounds	Membrane	238.12050906	C13H18O4
m/z=238.113692017	met43609	(x)-1,2-Propanediol 1-O-b-D-glucopyranoside	HMDB0033065	Food	Organic compounds	Cytoplasm|Extracellular	238.10525293	C9H18O7
m/z=238.113692017	met59028	2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione	HMDB0033191	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	238.12050906	C13H18O4
m/z=245.163792882	met37106	Pivaloylcarnitine	HMDB0041993	Endogenous	Organic compounds	NULL	245.16270823	C12H23NO4
m/z=245.163792882	met12493	2-Methylbutyroylcarnitine	HMDB0000378	Endogenous|Food	Organic compounds	Extracellular|Membrane	245.16270823	C12H23NO4
m/z=245.163792882	met38209	Valerylcarnitine	HMDB0013128	Endogenous|Food	Organic compounds	Extracellular|Membrane	245.16270823	C12H23NO4
m/z=245.163792882	met8244	Isovalerylcarnitine	HMDB0000688	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	245.16270823	C12H23NO4
m/z=245.109680339	met3968	Asparaginyl-Hydroxyproline	HMDB0028732	Endogenous	Organic compounds	NULL	245.1011706	C9H15N3O5
m/z=245.109680339	met29318	Glutamyl-Valine	HMDB0028832	Endogenous	Organic compounds	NULL	245.11374666	C10H17N2O5
m/z=245.109680339	met45046	Valyl-Glutamate	HMDB0029126	Endogenous	Organic compounds	NULL	245.11374666	C10H17N2O5
m/z=245.109680339	met27143	Hydroxyprolyl-Asparagine	HMDB0028858	Endogenous	Organic compounds	NULL	245.1011706	C9H15N3O5
m/z=246.13276472	met36373	Methyl (2E,4Z,6E,8E,10E)-4,8-dimethyl-12-oxo-2,4,6,8,10-dodecapentaenoate	HMDB0031900	Endogenous|Food	Organic compounds	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met10537	Glandulone A	HMDB0038547	Endogenous|Food	Organic compounds	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met31158	Annuolide A	HMDB0037801	Food	Organic compounds	Cytoplasm|Extracellular	246.12559444	C15H18O3
m/z=246.13276472	met20786	5-Hydroxy-2-(1-hydroxy-5-methyl-4-hexenyl)benzofuran	HMDB0031916	Endogenous|Food	Organic compounds	Membrane	246.12559444	C15H18O3
m/z=246.13276472	met16708	3-Oxo-1,4,11(13)-eudesmatrien-12-oic acid	HMDB0037558	Endogenous|Food	Organic compounds	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met40759	Enokipodin B	HMDB0035902	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met12063	Lacinilene C	HMDB0036455	Food	Lipids and lipid-like molecules	Membrane	246.12559444	C15H18O3
m/z=246.13276472	met69262	Ipomeabisfuran	HMDB0040903	Food	Organic compounds	Membrane	246.12559444	C15H18O3
m/z=246.13276472	met51400	8-Epixanthatin	HMDB0036473	Endogenous|Food	Organic compounds	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met24712	Zederone	HMDB0036767	Endogenous|Food	Organooxygen compounds	Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met28597	Zedoarol	HMDB0038202	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met45977	Annuolide C	HMDB0036488	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	246.12559444	C15H18O3
m/z=246.13276472	met56754	Curcolone	HMDB0038188	Food	Organic compounds	Cytoplasm|Extracellular	246.12559444	C15H18O3
m/z=246.13276472	met45414	2-Oxo-5,11(13)-eudesmadien-12,8-olide	HMDB0030911	Endogenous|Food	Organic compounds	Extracellular|Membrane|Cytoplasm	246.12559444	C15H18O3
m/z=254.20637368	met72585	18-Nor-4(19),8,11,13-abietatetraene	HMDB0041371	Food	Organic compounds	Membrane	254.20345083	C19H26
m/z=256.149316641	met7237	(-)-Fumigaclavine B	HMDB0030201	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	256.15756327	C16H20N2O
m/z=256.149316641	met8146	Falcarindione	HMDB0033680	Food	Organic compounds	Membrane	256.14632988	C17H20O2
m/z=256.153283474	met7237	(-)-Fumigaclavine B	HMDB0030201	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	256.15756327	C16H20N2O
m/z=256.153283474	met8146	Falcarindione	HMDB0033680	Food	Organic compounds	Membrane	256.14632988	C17H20O2
m/z=257.152837888	met45971	2-Hexenoylcarnitine	HMDB0013161	Endogenous|Food	Organic compounds	Extracellular|Membrane	257.16270823	C13H23NO4
m/z=257.160219135	met45971	2-Hexenoylcarnitine	HMDB0013161	Endogenous|Food	Organic compounds	Extracellular|Membrane	257.16270823	C13H23NO4
m/z=259.175989666	met74386	Hexanoylcarnitine	HMDB0000705	Endogenous|Food	Organic compounds	Extracellular|Membrane	259.17835829	C13H25NO4
m/z=259.175989666	met32126	L-Hexanoylcarnitine	HMDB0000756	Endogenous|Food	Organic compounds	Extracellular|Membrane	259.17835829	C13H25NO4
m/z=260.168225465	met1955	1,8-Heptadecadiene-4,6-diyne-3,10-diol	HMDB0038781	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	260.17763001	C17H24O2
m/z=260.168225465	met22840	Panaxydol	HMDB0034000	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	260.17763001	C17H24O2
m/z=260.168225465	met5744	Falcarindiol	HMDB0033941	Endogenous|Food	Organic compounds	Extracellular|Membrane	260.17763001	C17H24O2
m/z=263.169529803	met3760	Hydroxyvalerylcarnitine	HMDB0013132	Endogenous	Organic compounds	NULL	263.17327291	C12H25NO5
m/z=270.2010596	met9582	Phenol-formaldehyde, cross-linked, triethylenetetramine activated	HMDB0032466	Endogenous|Food	Benzenoids	NULL	270.2055761	C13H26N4O2
m/z=270.020770326	met24177	Selenocystathionine	HMDB0006343	Endogenous	Organic compounds	Cytoplasm	270.01187877	C7H14N2O4Se
m/z=271.092402367	met25685	Pummeline	HMDB0040382	Food	Organic compounds	Cytoplasm|Extracellular	271.08445791	C15H13NO4
m/z=271.092402367	met12077	Carotamine	HMDB0039955	Food	Organic compounds	Cytoplasm|Extracellular	271.0956913	C14H13N3O3
m/z=271.092402367	met4217	Koeniginequinone B	HMDB0032109	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	271.08445791	C15H13NO4
m/z=274.145335372	met27739	Glutamyl-Lysine	HMDB0028824	Endogenous	Organic compounds	NULL	274.14029577	C11H20N3O5
m/z=274.145335372	met12253	Lysyl-Glutamate	HMDB0028950	Endogenous	Organic compounds	NULL	274.14029577	C11H20N3O5
m/z=274.145335372	met58979	Platydesminium	HMDB0030342	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	274.14431851	C16H20NO3
m/z=273.102990511	met51850	L-Thyronine	HMDB0000667	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	273.10010797	C15H15NO4
m/z=274.159754996	met42135	2-Butyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan	HMDB0040926	Food	Organic compounds	Membrane	274.15689457	C17H22O3
m/z=274.159754996	met43306	Gamma-glutamyl-Lysine	HMDB0029154	Endogenous	Organic compounds	NULL	274.16410521	C11H22N4O4
m/z=274.159754996	met52437	[6]-Dehydroshogaol	HMDB0033090	Food	Organic compounds	Membrane	274.15689457	C17H22O3
m/z=274.159754996	met15481	Lysyl-Gamma-glutamate	HMDB0028965	Endogenous	Organic compounds	NULL	274.16410521	C11H22N4O4
m/z=274.159754996	met57668	Glutaminyl-Lysine	HMDB0028802	Endogenous	Organic compounds	NULL	274.16410521	C11H22N4O4
m/z=274.159754996	met48595	1b-Furanoeudesm-4(15)-en-1-ol acetate	HMDB0032697	Endogenous|Food	Organic compounds	Membrane	274.15689457	C17H22O3
m/z=274.159754996	met42085	Panaquinquecol 4	HMDB0038939	Food	Organooxygen compounds	Membrane	274.15689457	C17H22O3
m/z=274.159754996	met19331	Lysyl-Glutamine	HMDB0028949	Endogenous	Organic compounds	NULL	274.16410521	C11H22N4O4
m/z=274.227728587	met38397	Androstenol	HMDB0005935	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	274.22966558	C19H30O
m/z=275.17512164	met67712	Hydroxyhexanoycarnitine	HMDB0013131	Endogenous|Food	Organic compounds	Extracellular|Membrane	275.17327291	C13H25NO5
