mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=464.211488022	met67578	Estriol-17-glucuronide	HMDB0010333	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met16848	16-alpha,17-beta-estriol 17-beta-D-glucuronide	HMDB0010354	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met47841	Estriol-16-Glucuronide	HMDB0006766	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met51871	Estriol-3-glucuronide	HMDB0010335	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met18599	15-Hydroxynorandrostene-3,17-dione glucuronide	HMDB0010353	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met46773	Garcinone E	HMDB0033316	Food	Organic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211488022	met48306	Dulciol B	HMDB0029989	Endogenous|Food	Organoheterocyclic compounds	Membrane	464.21988876	C28H32O6
m/z=478.227241706	met32991	4-Hydroxyandrostenedione glucuronide	HMDB0010315	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	478.22028269	C25H34O9
m/z=478.227241706	met18759	2-Methoxy-estradiol-17b 3-glucuronide	HMDB0006765	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	478.22028269	C25H34O9
m/z=494.222008482	met14147	Gibberellin A4 glucosyl ester	HMDB0038610	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.21519731	C25H34O10
m/z=494.222008482	met50816	Gibberellin A20 13-glucoside	HMDB0033412	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	494.21519731	C25H34O10
m/z=494.222008482	met35156	(8S,8S)-Secoisolariciresinol 9-xyloside	HMDB0037084	Food	Organic compounds	Cytoplasm|Extracellular	494.21519731	C25H34O10
m/z=496.227325508	met56978	Glaucarubin	HMDB0035626	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	496.23084737	C25H36O10
m/z=562.179173343	met12790	Artonin R	HMDB0041125	Food	Organic compounds	Membrane	562.18389718	C31H30O10
