mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=139.059202904	met67926	5-Acetyl-2,4-dimethyloxazole	HMDB0038174	Food	Organic compounds	Cytoplasm|Extracellular	139.06332854	C7H9NO2
m/z=139.059202904	met27307	3,4-Dihydroxybenzylamine	HMDB0012153	Endogenous	Organic compounds	NULL	139.06332854	C7H9NO2
m/z=141.065142082	met38885	2-(1-Methylpropyl)thiazole	HMDB0037140	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met7139	5-Ethyl-2,4-dimethylthiazole	HMDB0040070	Food	Organoheterocyclic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met65444	2,5-Diethylthiazole	HMDB0040097	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met60589	2,4-Diethylthiazole	HMDB0040101	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met55597	4-Methyl-2-(1-methylethyl)thiazole	HMDB0037156	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met68893	6-Isothiocyanato-1-hexene	HMDB0038436	Food	Organosulfur compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met13725	2-Ethyl-4,5-dimethylthiazole	HMDB0040068	Food	Organoheterocyclic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met33541	4-Ethyl-2,5-dimethylthiazole	HMDB0040069	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met14452	2-(2-Methylpropyl)thiazole	HMDB0031862	Endogenous|Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=141.065142082	met40849	2-Methyl-4-(1-methylethyl)thiazole	HMDB0040100	Food	Organic compounds	Membrane	141.06122005	C7H11NS
m/z=142.07284988	met29961	Erinapyrone A	HMDB0041426	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	142.06299419	C7H10O3
m/z=142.07284988	met17113	Erinapyrone B	HMDB0041427	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	142.06299419	C7H10O3
m/z=142.07284988	met49259	Mesifurane	HMDB0034230	Food	Organic compounds	Cytoplasm|Extracellular	142.06299419	C7H10O3
m/z=142.07284988	met33998	1-Methylnaphthalene	HMDB0032860	Food	Organic compounds	Membrane	142.07825032	C11H10
m/z=142.07284988	met67609	Homofureanol	HMDB0033736	Food	Organic compounds	Cytoplasm|Extracellular	142.06299419	C7H10O3
m/z=142.07284988	met36156	5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone	HMDB0033551	Food	Organic compounds	Cytoplasm|Extracellular	142.06299419	C7H10O3
m/z=143.044425978	met6455	5-(2-Hydroxyethyl)-4-methylthiazole	HMDB0032985	Drug|Food	Organic compounds	Cytoplasm|Extracellular	143.0404846	C6H9NOS
m/z=143.044425978	met455	2-Propionyl-2-thiazoline	HMDB0032493	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	143.0404846	C6H9NOS
m/z=143.044425978	met55813	Raphanusamide	HMDB0041084	Food	Organic compounds	Cytoplasm|Extracellular	143.0404846	C6H9NOS
m/z=143.044425978	met54892	(-)-5-(2-Propenyl)-2-oxazolidinethione	HMDB0038439	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	143.0404846	C6H9NOS
m/z=143.044425978	met26268	5-Acetyl-2,3-dihydro-1,4-thiazine	HMDB0034882	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	143.0404846	C6H9NOS
m/z=143.080718431	met31230	Quinaldine	HMDB0042004	Drug|Food	Organic compounds	Membrane (predicted from logP)	143.07349929	C10H9N
m/z=143.080718431	met4397	1-Isothiocyanatohexane	HMDB0038432	Food	Organic compounds	Membrane	143.07687011	C7H13NS
m/z=143.080718431	met366	6-Methylquinoline	HMDB0033115	Food	Organic compounds	Membrane	143.07349929	C10H9N
m/z=143.080718431	met2627	1-Isothiocyanato-4-methylpentane	HMDB0038435	Food	Organic compounds	Membrane	143.07687011	C7H13NS
m/z=143.080718431	met36635	2-Ethyl-2,5-dihydro-4,5-dimethylthiazole	HMDB0037176	Food	Organoheterocyclic compounds	Membrane	143.07687011	C7H13NS
m/z=145.059997479	met30684	1H-Indole-3-carboxaldehyde	HMDB0029737	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	145.05276385	C9H7NO
m/z=146.063244693	met7594	Alanyl-Glycine	HMDB0028687	Endogenous	Organic compounds	NULL	146.0691422	C5H10N2O3
m/z=146.063244693	met64403	Dimethyl succinate	HMDB0033837	Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular	146.05790881	C6H10O4
m/z=146.063244693	met64698	2,2-Dimethylsuccinic acid	HMDB0002074	Endogenous	Organic compounds	NULL	146.05790881	C6H10O4
m/z=146.063244693	met29379	Adipic acid	HMDB0000448	Drug|Drug metabolite|Food	Lipids and lipid-like molecules	Cytoplasm	146.05790881	C6H10O4
m/z=146.063244693	met33972	Ureidoisobutyric acid	HMDB0002031	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	146.0691422	C5H10N2O3
m/z=146.063244693	met28599	(S)-2-Aceto-2-hydroxybutanoic acid	HMDB0006900	Endogenous|Food	Organic compounds	Extracellular|Membrane	146.05790881	C6H10O4
m/z=146.063244693	met23038	4-(1-Methylethenyl)benzaldehyde	HMDB0035925	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular|Membrane	146.07316494	C10H10O
m/z=146.063244693	met33284	Benzylideneacetone	HMDB0031617	Endogenous|Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	146.07316494	C10H10O
m/z=146.063244693	met73344	3-(4-Methylphenyl)-2-propenal	HMDB0029640	Endogenous|Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	146.07316494	C10H10O
m/z=146.063244693	met3288	Monomethyl glutaric acid	HMDB0000858	Endogenous|Food	Organic compounds	Extracellular|Membrane	146.05790881	C6H10O4
m/z=146.063244693	met40845	Methylglutaric acid	HMDB0000752	Endogenous|Food	Organic compounds	Extracellular|Membrane	146.05790881	C6H10O4
m/z=146.063244693	met12632	L-Glutamine	HMDB0000641	Endogenous	Organic compounds	Extracellular|Mitochondria	146.0691422	C5H10N2O3
m/z=146.063244693	met73465	D-Glutamine	HMDB0003423	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	146.0691422	C5H10N2O3
m/z=146.063244693	met74292	2-Methyl-3-phenyl-2-propenal	HMDB0031566	Endogenous|Food	Organic compounds	Extracellular|Cytoplasm	146.07316494	C10H10O
m/z=146.063244693	met25480	4-Phenyl-2-butenal	HMDB0029602	Endogenous|Food	Organic compounds	Membrane	146.07316494	C10H10O
m/z=146.063244693	met27219	2-Methylglutaric acid	HMDB0000422	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	146.05790881	C6H10O4
m/z=146.063244693	met36853	2-Phenyl-2-butenal	HMDB0031619	Food	Organic compounds	Membrane	146.07316494	C10H10O
m/z=146.063244693	met805	Alanylglycine	HMDB0006899	Endogenous	Organic compounds	NULL	146.0691422	C5H10N2O3
m/z=146.063244693	met14710	2,3-Dimethylbenzofuran	HMDB0033176	Food	Organoheterocyclic compounds	Membrane	146.07316494	C10H10O
m/z=148.043268781	met35582	(E)-3-(4-Hydroxyphenyl)-2-propenal	HMDB0040986	Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met52103	3-Hydroxyglutaric acid	HMDB0000428	Endogenous	Organic compounds	Cytoplasm	148.03717337	C5H8O5
m/z=148.043268781	met58733	L-2-Hydroxyglutaric acid	HMDB0000694	Endogenous|Micorbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met26597	Hydroxylated lecithin	HMDB0032332	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	148.04840675	C4H8N2O4
m/z=148.043268781	met40785	2-Hydroxyglutarate	HMDB0059655	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met18290	3,4-Dihydro-2H-1-benzopyran-2-one	HMDB0036626	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met14440	D-Xylono-1,5-lactone	HMDB0011676	Endogenous	Organic compounds	NULL	148.03717337	C5H8O5
m/z=148.043268781	met49089	trans-Cinnamic acid	HMDB0000930	Endogenous|Microbial	Phenylpropanoids and polyketides	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met42922	Di-2-furanylmethane	HMDB0032947	Food	Organoheterocyclic compounds	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met16867	D-2-Hydroxyglutaric acid	HMDB0000606	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met21697	(E)-3-(2-Hydroxyphenyl)-2-propenal	HMDB0031725	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met38038	2-Propenyl propyl disulfide	HMDB0033912	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met62111	Cinnamic acid	HMDB0000567	Endogenous	Phenylpropanoids and polyketides	Membrane (predicted from logP)	148.0524295	C9H8O2
m/z=148.043268781	met9794	1-Phenyl-1,2-propanedione	HMDB0035243	Food	Benzenoids	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met23959	Methyl 3-methyl-1-butenyl disulfide	HMDB0038890	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met60624	Ribonolactone	HMDB0001900	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	148.03717337	C5H8O5
m/z=148.043268781	met66151	1-Propenyl propyl disulfide	HMDB0041392	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=158.062644376	met47685	1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione	HMDB0031670	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	158.0691422	C6H10N2O3
m/z=158.062644376	met66198	Isopropylmaleate	HMDB0012241	Endogenous|Food	Organic compounds	Extracellular|Membrane	158.05790881	C7H10O4
m/z=158.062644376	met37054	Succinylacetone	HMDB0000635	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	158.05790881	C7H10O4
m/z=158.062644376	met11452	xi-2,3-Dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one	HMDB0036380	Food	Organic compounds	Cytoplasm|Extracellular	158.05790881	C7H10O4
m/z=158.091639601	met20686	3-Methylbutyl 2-oxopropanoate	HMDB0038305	Food	Organic compounds	Membrane (predicted from logP)	158.09429431	C8H14O3
m/z=158.091639601	met41618	1-Methyl-2-oxopropyl butyrate	HMDB0036230	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	158.09429431	C8H14O3
