name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database
M74T396,74.02301777,396.0868988,mz74.024711608887rt396.994362,1,2,Glycine,56-40-6,HMDB00123,C00037,M0168,(M-H)-,0.02902222,0.9999993,NA,NA,20,0.7112924,0.8195575,metlinDatabase0.0.1
M75T1140,75.00638827,1140.401123,mz75.00643157959rt1151.38728,1,2,Glycolate,79-14-1,HMDB00115,NA,L0001,(M-H)-,5.796051,0.9734826,NA,NA,20,0.7510476,0.8344607,nistDatabase0.0.1
M79T110,78.95588354,110.4416428,mz78.955833435059rt106.582422,1,2,Ortophosphate,NA,NA,NA,MONA_18505,(M-H2O-H)-,7.904427,0.9512447,NA,NA,20,0.7657906,0.8353359,monaDatabase0.0.1
M79T394,78.9557775,393.9119263,mz78.95581817627rt340.174908,1,2,Ortophosphate,NA,NA,NA,MONA_18505,(M-H2O-H)-,7.942574,0.9507847,NA,NA,20,0.7968569,0.8545798,monaDatabase0.0.1
M85T1110,85.02427093,1110.494141,mz85.024406433105rt1122.2823,1,2,"1,4-Butynediol",NA,NA,NA,MONA_15372,(M-H)-,12.6825,0.8792583,NA,NA,HCD (NCE 20-30-40%),0.6636607,0.7445098,monaDatabase0.0.1
M85T125,85.0243501,125.4738388,mz85.024411984276rt131.33343,1,2,"1,4-Butynediol",NA,NA,NA,MONA_15372,(M-H)-,12.66862,0.8795058,NA,NA,HCD (NCE 20-30-40%),0.7254902,0.7832461,monaDatabase0.0.1
M85T397,85.02426264,397.354126,mz85.024345397949rt402.214428,1,2,"1,4-Butynediol",NA,NA,NA,MONA_15372,(M-H)-,12.83509,0.8765237,NA,NA,HCD (NCE 20-30-40%),0.6943425,0.7626605,monaDatabase0.0.1
M87T503,87.00260412,503.474823,mz87.002662658691rt456.625344,1,2,Pyruvate,127-17-3,HMDB00243,NA,L0002,(M-H)-,15.21835,0.8308728,NA,NA,10,0.6818194,0.7377144,nistDatabase0.0.1
M87T759,87.00237538,758.8496094,mz87.002662658691rt726.88494,1,2,Pyruvate,127-17-3,HMDB00243,NA,L0002,(M-H)-,15.21835,0.8308728,NA,NA,10,0.6913078,0.7436447,nistDatabase0.0.1
M87T674,87.00249598,673.9096375,mz87.002662658691rt687.03468,1,2,Pyruvate,127-17-3,HMDB00243,NA,L0002,(M-H)-,15.21835,0.8308728,NA,NA,10,0.4839218,0.6140284,nistDatabase0.0.1
M87T315,87.03902964,314.9779663,mz87.039016723633rt343.08291,1,2,Butanoic acid,107-92-6,HMDB00039,NA,S0375,(M-H)-,15.28319,0.8295593,NA,NA,10,0.7334307,0.7694789,nistDatabase0.0.1
M88T122,88.03419882,121.7226181,mz88.034225463867rt175.404078,1,2,Beta-Alanine,107-95-9,HMDB00056,NA,L0320,(M-H)-,15.38634,0.8274624,NA,NA,15,0.7563585,0.7830225,nistDatabase0.0.1
M88T259,88.04226705,258.9947815,mz88.040306091309rt221.7669,1,2,L-Alanine,56-41-7,HMDB00161,C00041,M0016,(M-H)-,0.2347717,0.9999559,NA,NA,20,0.7125768,0.820344,metlinDatabase0.0.1
M89T119,89.01818199,119.2702255,mz89.018180847168rt117.988218,1,2,3-Hydroxypropionic acid (beta-lactic acid),503-66-2,HMDB00700,NA,L0205,(M-H)-,15.52288,0.8246734,NA,NA,10,0.7440835,0.7743047,nistDatabase0.0.1
M93T330_2,93.02619008,329.5308533,mz93.026254527964rt295.285638,1,2,Phenol,108-95-2,HMDB00228,NA,S0142,(M-H)-,20.78868,0.7076997,NA,NA,25,0.7315931,0.7226331,nistDatabase0.0.1
M93T472,93.02612048,472.2977905,mz93.026227949515rt488.550726,1,2,Phenol,108-95-2,HMDB00228,NA,S0142,(M-H)-,20.85513,0.7061349,NA,NA,25,0.7529386,0.7353872,nistDatabase0.0.1
M94T138,94.02146709,137.8543243,mz94.021472054676rt150.120696,1,2,3-Hydroxypyridine,109-00-2,NA,NA,MassBank_17514,(M-H)-,20.84486,0.7063767,NA,NA,Ramp 5-60,0.7990867,0.7643205,massbankDatabase0.0.1
M97T109,96.95986897,108.5559845,mz96.95970916748rt141.185334,1,2,Phosphoric acid,NA,NA,NA,MONA_15935,(M-H)-,24.7151,0.6134425,NA,NA,HCD (NCE 20-30-40%),0.7334579,0.6884521,monaDatabase0.0.1
M100T361,100.0385522,361.4920502,mz100.038536520836rt366.14817,1,2,1-Aminocyclopropane-1-carboxylic acid,22059-21-8,NA,C01234,MassBank_17277,(M-H)-,4.608698,0.9831515,NA,NA,Ramp 5-60,0.529151,0.6994012,massbankDatabase0.0.1
M101T370,101.0538655,370.4110107,mz101.05399766412rt354.953046,1,2,Isovaleric acid,503-74-2,HMDB00718,NA,S0206,(M-H)-,16.95584,0.7945333,NA,NA,10,0.4015991,0.5489494,nistDatabase0.0.1
M101T97,101.017538,96.60153961,mz101.01761568365rt141.688188,1,2,Succinic acid semialdehyde,692-29-5,HMDB01259,C00232,M0307,(M-H)-,16.96079,0.7944266,NA,NA,20,0.6997983,0.7352839,metlinDatabase0.0.1
M102T146,102.049144,145.5291748,mz102.049156188965rt148.896186,1,2,4-Aminobutyric acid,12/2/1956,HMDB00112,NA,S0298,(M-H)-,17.18453,0.7895861,NA,NA,15,0.6653646,0.7119477,nistDatabase0.0.1
M102T232,102.0491933,232.3598404,mz102.04914855957rt183.585072,1,2,DL-3-Aminoisobutyric acid,144-90-1,NA,C05145,MassBank_17562,(M-H)-,17.2036,0.7891719,NA,NA,Ramp 5-60,0.7496287,0.7644574,massbankDatabase0.0.1
M107T428,107.0465526,428.0903625,mz107.04661533098rt395.833062,1,2,p-Cresol,106-44-5,HMDB01858,C01468,M0772,(M-H)-,8.961673,0.9377712,NA,NA,20,0.7289853,0.80728,metlinDatabase0.0.1
M107T597,107.0466062,597.0555725,mz107.04660453475rt546.568752,1,2,p-Cresol,106-44-5,HMDB01858,C01468,M0772,(M-H)-,8.988663,0.9374078,NA,NA,20,0.7334686,0.8099458,metlinDatabase0.0.1
M108T343,108.041793,342.6779938,mz108.041832579893rt326.645532,1,2,4-Aminophenol,NA,NA,NA,MONA_15477,(M-H)-,9.07816,0.936196,NA,NA,HCD (NCE 20-30-40%),0.4636008,0.640824,monaDatabase0.0.1
M109T318,109.0292911,318.2790833,mz109.029463631114rt331.05621,1,2,Pyrocatechol,120-80-9,HMDB00957,NA,S0325,(M-H)-,0.04092221,0.9999987,NA,NA,10,0.7319234,0.8324516,nistDatabase0.0.1
M111T118,111.0198363,118.0799789,mz111.019882202148rt118.38555,1,2,Uracil,66-22-8,HMDB00300,C00106,shen_756_HMDB00300,(M-H)-,0.2379496,0.9999547,NA,NA,Unknown_1,0.6989001,0.8117956,hmdbDatabase0.0.1
M113T435,113.0605652,434.6249084,mz113.060661315918rt403.823058,1,2,3-Methyl-4-pentenoic acid,1879-03-4,NA,NA,NO07313,(M-H)-,0.3467102,0.9999038,NA,NA,10,0.4194427,0.6371156,orbitrapDatabase0.0.1
M113T367,113.0606029,367.0028076,mz113.060623551276rt374.160174,1,2,3-Methyl-4-pentenoic acid,1879-03-4,NA,NA,NO07313,(M-H)-,0.4411218,0.9998443,NA,NA,10,0.5772331,0.7357123,orbitrapDatabase0.0.1
M115T119,115.0034062,119.4120026,mz115.003456115723rt121.669806,1,2,Maleic acid,110-16-7,HMDB00176,C01384,M0762,(M-H)-,0.6097107,0.9997026,NA,NA,20,0.7147074,0.8215806,metlinDatabase0.0.1
M115T238,115.0397939,238.0774536,mz115.039910335313rt264.704718,1,2,3-Oxopentanoic acid,10191-25-0,HMDB03771,NA,NO07347,(M-H)-,0.2241617,0.9999598,NA,NA,10,0.7039203,0.8149351,orbitrapDatabase0.0.1
M115T462,115.0761745,462.0965424,mz115.076255831485rt436.919454,1,2,tert-Butyric acid,NA,NA,NA,MONA_16016,(M-H)-,0.4344813,0.999849,NA,NA,HCD (NCE 20-30-40%),0.7257412,0.8285316,monaDatabase0.0.1
M116T111,116.0351165,111.3388367,mz116.035208562707rt115.677072,1,2,N-Acetylglycine,543-24-8,NA,NA,NO07357,(M-H)-,0.2285932,0.9999582,NA,NA,15,0.678293,0.7989175,orbitrapDatabase0.0.1
M116T320,116.0504081,320.0511169,mz116.050384521484rt333.010032,1,2,Indole,120-72-9,HMDB00738,NA,S0044,(M-H)-,0.4136963,0.9998631,NA,NA,25,0.6019955,0.7511958,nistDatabase0.0.1
M117T331,117.0554479,330.8831177,mz117.055603027344rt320.439306,1,2,2-Methyl-3-hydroxybutyric acid,473-86-9,HMDB00354,NA,L0197,(M-H)-,0.2424316,0.999953,NA,NA,20,0.726385,0.828973,nistDatabase0.0.1
M119T373,119.0500295,372.7101746,mz119.050010681152rt358.133418,1,2,4-Vinylphenol,NA,NA,NA,MONA_15501,(M-H)-,0.5104871,0.9997915,NA,NA,HCD (NCE 20-30-40%),0.7361657,0.8350254,monaDatabase0.0.1
M119T504,119.0499653,503.6124115,mz119.049974555504rt481.785222,1,2,4-Vinylphenol,NA,NA,NA,MONA_15501,(M-H)-,0.6008012,0.9997113,NA,NA,HCD (NCE 20-30-40%),0.6439893,0.777385,monaDatabase0.0.1
M121T357_2,121.0293726,357.2286682,mz121.02932187963rt355.923546,1,2,3-Hydroxybenzaldehyde,NA,NA,NA,MONA_15451,(M-H)-,0.3938809,0.9998759,NA,NA,HCD (NCE 20-30-40%),0.7765194,0.8602781,monaDatabase0.0.1
M122T551,122.032553,551.4344177,mz122.032718445786rt517.496718,1,2,Picolinic acid,98-98-6,HMDB02243,C10164,NO07409,(M-H)-,20.04611,0.725077,NA,NA,5,0.6371645,0.6701317,orbitrapDatabase0.0.1
M123T336,123.044836,335.5919495,mz123.045029983272rt328.341744,1,2,3-(Hydroxymethyl)phenol,NA,NA,NA,MONA_15442,(M-H)-,0.2487818,0.9999505,NA,NA,HCD (NCE 20-30-40%),0.7587155,0.8491786,monaDatabase0.0.1
M123T415,123.0448924,415.2945404,mz123.045021057129rt400.9248,1,2,4-Methylcatechol,452-86-8,HMDB00873,C06730,NO07419,(M-H)-,0.1973572,0.9999688,NA,NA,15,0.7134737,0.8209094,orbitrapDatabase0.0.1
M125T368,125.0242678,367.8025513,mz125.024215944734rt369.190788,1,2,4-Hydroxy-6-methyl-2-pyrone,NA,NA,NA,MONA_15481,(M-H)-,0.4452682,0.9998414,NA,NA,HCD (NCE 20-30-40%),0.7275117,0.8296353,monaDatabase0.0.1
M125T213,125.0353458,213.4575195,mz125.03547668457rt201.236184,1,2,Thymine,65-71-4,HMDB00262,C00178,shen_676_HMDB00262,(M-H)-,0.3769036,0.9998864,NA,NA,Unknown_2,0.6922617,0.807621,hmdbDatabase0.0.1
M125T291,125.0355119,291.3742828,mz125.035446166992rt293.62863,1,2,Thymine,65-71-4,HMDB00262,C00178,shen_676_HMDB00262,(M-H)-,0.4531975,0.9998357,NA,NA,Unknown_2,0.5867167,0.7416363,hmdbDatabase0.0.1
M127T286,127.0397647,286.0844879,mz127.039848327637rt275.3655,1,2,"Dihydro-4,4-dimethyl-2,3-furandione",NA,NA,NA,MONA_15644,(M-H)-,0.4894709,0.9998084,NA,NA,HCD (NCE 20-30-40%),0.5795624,0.7371547,monaDatabase0.0.1
M128T123,128.0351398,122.6046982,mz128.03514405627rt133.034682,1,2,L-Pyroglutamic acid,98-79-3,HMDB00267,NA,S0010,(M-H)-,0.3648593,0.9998935,NA,NA,25,0.733525,0.8334132,nistDatabase0.0.1
M129T368,129.055497,367.5937195,mz129.055641806944rt402.15033,1,2,4-Oxohexanoic acid,1117-74-4,NA,NA,NO07491,(M-H)-,0.1454826,0.9999831,NA,NA,20,0.4839363,0.6774539,orbitrapDatabase0.0.1
M130T500,130.0870175,500.4514771,mz130.087158203125rt457.164336,1,2,L-beta-Homovaline,219310-09-5,NA,NA,MassBank_17484,(M-H)-,0.4294922,0.9998524,NA,NA,Ramp 5-60,0.4907084,0.6816374,massbankDatabase0.0.1
M130T127,130.0506303,127.123024,mz130.050811767578rt174.29265,1,2,4-Hydroxy-L-proline,51-35-4,NA,C01157,MassBank_16276,(M-H)-,0.3205811,0.9999178,NA,NA,35,0.6604731,0.7877649,massbankDatabase0.0.1
M131T259,131.0347156,259.2768555,mz131.034753324647rt294.389238,1,2,Methylsuccinic acid,NA,NA,NA,MONA_15820,(M-H)-,0.5135284,0.9997891,NA,NA,HCD (NCE 20-30-40%),0.7275389,0.8296327,monaDatabase0.0.1
M133T120,133.0502549,119.7801743,mz133.050424507967rt154.72539,1,2,"2,3-Dihydroxy-3-methylbutyric acid",1756-18-9,HMDB12141,NA,n00280,(M-H)-,0.4637301,0.999828,NA,NA,20,0.4189446,0.6367759,nistDatabase0.0.1
M134T594,134.0609552,593.9324951,mz134.06108690762rt585.26484,1,2,N-Phenylacetamide,103-84-4,HMDB01250,NA,S0319,(M-H)-,0.05773095,0.9999973,NA,NA,10,0.5149692,0.6968547,nistDatabase0.0.1
M135T108,135.0310247,108.2840347,mz135.029746827502rt115.938942,1,2,L-Threonate,70753-61-6,HMDB00943,NA,L0376,(M-H)-,0.3079312,0.9999241,NA,NA,20,0.7341056,0.8337875,nistDatabase0.0.1
M137T256,137.0353667,256.4771118,mz137.03539915495rt255.415746,1,2,Butylphosphonic acid,3321-64-0,NA,NA,NO07612,(M-H)-,4.752113,0.9820962,NA,NA,10,0.5428595,0.7075733,orbitrapDatabase0.0.1
M141T241,141.0189898,240.5341415,mz141.019200054756rt236.078184,1,2,5-Hydroxymethyl-2-furancarboxylic acid,6338-41-6,HMDB02432,NA,NO07680,(M-H)-,0.2498631,0.9999501,NA,NA,15,0.6785165,0.7990541,orbitrapDatabase0.0.1
M141T786,141.0167931,785.8734131,mz141.01676940918rt838.50132,1,2,Oxoadipic acid,3184-35-8,NA,C00322,M0389,(M-H2O-H)-,6.326477,0.9684877,NA,NA,30,0.6305787,0.7572946,metlinDatabase0.0.1
M141T552,141.0918652,552.4493713,mz141.091856372698rt548.22339,1,2,trans-2-Octenoic acid,1871-67-6,HMDB01568,NA,S0300,(M-H)-,0.5590683,0.99975,NA,NA,10,0.5846747,0.7403279,nistDatabase0.0.1
M141T614,141.0918747,614.449585,mz141.091892595536rt559.523178,1,2,3-Hydroxyoctanoic acid,14292-27-4,HMDB01954,NA,NO00203,(M-H2O-H)-,0.2685112,0.9999423,NA,NA,20,0.5805413,0.7378167,orbitrapDatabase0.0.1
M142T242,142.0505794,241.6496811,mz142.050748540703rt211.604232,1,2,N-Methyl-L-glutamate,NA,NA,C01046,M1401,(M-H2O-H)-,0.3786482,0.9998853,NA,NA,20,0.4022302,0.6263509,metlinDatabase0.0.1
M143T516,143.0710715,515.8270264,mz143.071091897441rt467.225712,1,2,cis-4-Hydroxycyclohexanecarboxylic acid,3685-22-1,NA,NA,NO07703,(M-H)-,0.5202564,0.9997835,NA,NA,15,0.6653121,0.7907389,orbitrapDatabase0.0.1
M144T362,144.0451961,361.7934265,mz144.045211791992rt362.832924,1,2,Indole-3-carboxaldehyde,NA,NA,NA,MONA_15752,(M-H)-,0.63013,0.9996824,NA,NA,HCD (NCE 20-30-40%),0.653033,0.7830265,monaDatabase0.0.1
M144T282,144.0662503,282.3940582,mz144.066386749368rt222.613266,1,2,4-Acetamidobutyric acid,NA,NA,NA,MONA_15475,(M-H)-,0.5161566,0.9997869,NA,NA,HCD (NCE 20-30-40%),0.733117,0.8331182,monaDatabase0.0.1
M144T533,144.0453418,532.6764221,mz144.045189812292rt510.252984,1,2,Indole-3-carboxaldehyde,NA,NA,NA,MONA_15752,(M-H)-,0.6850793,0.9996246,NA,NA,HCD (NCE 20-30-40%),0.7619862,0.8511006,monaDatabase0.0.1
M145T289,145.0504683,289.1717834,mz145.050435181279rt342.743376,1,2,Adipic acid,124-04-9,HMDB00448,NA,S0173,(M-H)-,0.4370468,0.9998472,NA,NA,25,0.7256238,0.8284576,nistDatabase0.0.1
M145T232,145.0504766,232.3772278,mz145.050430499171rt205.884906,1,2,Adipic acid,124-04-9,HMDB00448,NA,S0173,(M-H)-,0.4487521,0.9998389,NA,NA,15,0.4103325,0.6313974,nistDatabase0.0.1
M146T108,146.0455544,107.8462448,mz146.045608520508rt109.182552,1,2,Citraconic acid,498-23-7,HMDB00634,NA,S0076,(M+NH4-2H)-,0.7536987,0.9995457,NA,NA,10,0.5019206,0.68853,nistDatabase0.0.1
M147T239,147.0659285,238.7093811,mz147.066133277132rt253.789674,1,2,Mevalonic acid,150-97-0,HMDB00227,C00418,NO07757,(M-H)-,0.4168072,0.999861,NA,NA,5,0.5373354,0.7107825,orbitrapDatabase0.0.1
M147T101,147.0294949,100.7257309,mz147.029683293562rt148.222692,1,2,Citramalic acid,597-44-4 (1030365-02-6),HMDB00426,NA,S0222,(M-H)-,0.4667661,0.9998257,NA,NA,25,0.7328435,0.8329618,nistDatabase0.0.1
M148T595,148.043445,595.2301025,mz148.040287630359rt543.348408,1,2,L-Methionine,63-68-3,HMDB00696,NA,S0057,(M-H)-,8.655924,0.941821,NA,NA,10,0.417927,0.6143873,nistDatabase0.0.1
M150T450,150.0556479,450.0289612,mz150.055769484942rt443.535336,1,2,Acetaminophen,103-90-2,HMDB01859,NA,NO00015,(M-H)-,0.5762876,0.9997343,NA,NA,10,0.6286049,0.7677784,orbitrapDatabase0.0.1
M150T317,150.0555327,317.3693695,mz150.055883825744rt322.084044,1,2,Acetaminophen,103-90-2,HMDB01859,NA,NO00015,(M-H)-,0.2904356,0.9999325,NA,NA,10,0.5740539,0.7337584,orbitrapDatabase0.0.1
M151T409,151.0398518,409.3544769,mz151.039749145508rt446.852586,1,2,3-Hydroxyphenylacetic acid,621-37-4,HMDB00440,NA,S0180,(M-H)-,0.7521362,0.9995475,NA,NA,15,0.7432325,0.8393506,nistDatabase0.0.1
M151T491,151.0398306,490.7474518,mz151.039883059474rt488.759796,1,2,Penicillic Acid,17397-87-4,NA,C16804,M0906,(M-H2O-H)-,0.2923513,0.9999316,NA,NA,30,0.5312234,0.706989,metlinDatabase0.0.1
M151T96,151.0257492,96.36511993,mz151.025951832588rt136.550172,1,2,Xanthine,69-89-6,HMDB00292,C00385,shen_730_HMDB00292,(M-H)-,0.4338985,0.9998494,NA,NA,Unknown_1,0.6906259,0.8065847,hmdbDatabase0.0.1
M151T320,151.0588929,319.6030579,mz151.060911229746rt291.94014,1,2,Ribitol,488-81-3,HMDB00508,NA,S0174,(M-H)-,0.6719256,0.9996389,NA,NA,"35,15",0.6399034,0.7748042,nistDatabase0.0.1
M152T299,152.0349114,298.8181305,mz152.035154715397rt316.114962,1,2,3-Hydroxyanthranilic acid,548-93-6,HMDB01476,C00632,shen_1944_HMDB01476,(M-H)-,0.345949,0.9999043,NA,NA,Unknown_1,0.7241857,0.8275802,hmdbDatabase0.0.1
M153T292,153.0223237,292.0245361,mz153.01906674611rt293.35926,1,2,Gentisic acid,490-79-9,HMDB00152,C00628,shen_371_HMDB00152,(M-H)-,0.6048347,0.9997074,NA,NA,Unknown_1,0.7631582,0.8518641,hmdbDatabase0.0.1
M153T109,153.0303559,109.1536293,mz153.030322839247rt113.80155,1,2,"O,O-Diethyl phosphate",598-02-7,HMDB12209,C06608,NO00096,(M-H)-,4.692902,0.9825356,NA,NA,5,0.4857865,0.6720674,orbitrapDatabase0.0.1
M155T108,154.9983249,107.8541031,mz155.001693725586rt109.047798,1,2,Orotic acid,65-86-1,HMDB00226,C00295,NO00146,(M-H)-,20.26569,0.7199609,NA,NA,5,0.5092121,0.5882429,orbitrapDatabase0.0.1
M156T360,156.0662953,360.0757446,mz156.06648042897rt367.161456,1,2,N-Tigloylglycine,35842-45-6,NA,NA,NO00157,(M-H)-,0.2989276,0.9999285,NA,NA,20,0.753366,0.8458269,orbitrapDatabase0.0.1
M158T642,158.1182252,641.690918,mz158.118308114387rt667.94022,1,2,DL-2-Aminocaprylic acid,644-90-6,NA,NA,NO00189,(M-H)-,0.729714,0.9995741,NA,NA,25,0.7366885,0.8352706,orbitrapDatabase0.0.1
M158T372,158.0818048,372.2089233,mz158.081901220756rt398.640498,1,2,Isovalerylglycine,16284-60-9,HMDB00678,NA,S0195,(M-H)-,0.8469481,0.9994263,NA,NA,25,0.7931938,0.870531,nistDatabase0.0.1
M159T330,159.066021,330.0823975,mz159.066093361073rt298.671714,1,2,Pimelic acid,111-16-0,HMDB00857,NA,S0166,(M-H)-,0.4165973,0.9998612,NA,NA,15,0.4329013,0.6455113,nistDatabase0.0.1
M159T386,159.0697554,385.7581024,mz159.06611588521rt425.192028,1,2,3-Methyladipic acid,1/3/3058,NA,NA,NO00239,(M-H)-,0.460287,0.9998305,NA,NA,20,0.7364986,0.8352481,orbitrapDatabase0.0.1
M159T643,159.1023395,642.5769043,mz159.102367049031rt676.25418,1,2,2-Hydroxyoctanoic acid,617-73-2,NA,NA,NO00214,(M-H)-,0.5823774,0.9997287,NA,NA,20,0.7360101,0.8349046,orbitrapDatabase0.0.1
M160T463,160.0694758,463.3688049,mz160.069469627517rt426.561276,1,2,DL-2-Aminoadipic acid,542-32-5,HMDB00510,NA,M0395,(M-H)-,19.92407,0.7279122,NA,NA,20,0.4613148,0.5612888,metlinDatabase0.0.1
M161T572,161.024184,572.4764404,mz161.024116950775rt572.85702,1,2,4-Trifluoromethylphenol,402-45-9,NA,NA,MassBank_224,(M-H)-,5.418877,0.9767824,NA,NA,10,0.6635984,0.7810424,massbankDatabase0.0.1
M162T265,161.986332,264.5684509,mz161.986443210151rt262.244484,1,2,Acesulfame,33665-90-6,NA,,MassBank_1698,(M-H)-,0.3919746,0.9998771,NA,NA,45 % (nominal),0.7405267,0.8377831,massbankDatabase0.0.1
M163T465,163.0398498,465.1120758,mz163.039808637647rt478.602222,1,2,4-Hydroxycinnamic acid,NA,NA,NA,MONA_17007,(M-H)-,0.5886959,0.9997228,NA,NA,35,0.7171785,0.8231326,monaDatabase0.0.1
M165T282,165.0414051,282.0682678,mz165.041540053676rt276.66351,1,2,1-Methylxanthine,6136-37-4,HMDB10738,NA,L0216,(M-H)-,0.5998658,0.9997122,NA,NA,10,0.7056692,0.8159353,nistDatabase0.0.1
M165T485,165.0553436,485.3886108,mz165.05556327367rt474.37866,1,2,3-(3-Hydroxyphenyl)propionic acid,NA,NA,NA,MONA_15441,(M-H)-,0.3272658,0.9999143,NA,NA,HCD (NCE 20-30-40%),0.6480876,0.7800226,monaDatabase0.0.1
M165T391,165.0190578,390.5646667,mz165.018920898438rt393.088188,1,2,Terephthalic acid,100-21-0,HMDB02428,C06337,NO00305,(M-H)-,0.9477539,0.9992817,NA,NA,15,0.6558449,0.7846337,orbitrapDatabase0.0.1
M167T641,167.1072529,640.670166,mz167.107544406347rt664.8927,1,2,Geranic acid,NA,NA,NA,MONA_15698,(M-H)-,0.4633641,0.9998282,NA,NA,HCD (NCE 20-30-40%),0.5441114,0.7150052,monaDatabase0.0.1
M167T446,167.0348655,445.8509064,mz167.038310482921rt483.322842,1,2,3-Hydroxy-4-methoxybenzoic acid,645-08-9,NA,NA,NO00363,(M-H)-,8.276207,0.9466778,NA,NA,5,0.4036901,0.6073105,orbitrapDatabase0.0.1
M171T386,171.0658982,386.417099,mz171.065994262695rt387.947556,1,2,"1,4-Cyclohexanedicarboxylic acid",NA,NA,NA,MONA_15373,(M-H)-,0.6615033,0.99965,NA,NA,HCD (NCE 20-30-40%),0.7047076,0.815311,monaDatabase0.0.1
M172T488,172.0975308,488.1364441,mz172.097667870774rt500.287362,1,2,Acetyl-DL-Leucine,99-15-0,NA,NA,L0046,(M-H)-,0.5553231,0.9997533,NA,NA,30,0.7059827,0.8161467,nistDatabase0.0.1
M173T345,172.9909419,345.0834961,mz172.991203993033rt366.890958,1,2,4-Hydroxybenzenesulfonic acid,98-67-9,NA,C12849,M0494,(M-H)-,0.4900174,0.9998079,NA,NA,20,0.5608534,0.7254613,metlinDatabase0.0.1
M173T433,172.9910402,433.2348022,mz172.991032042002rt378.577086,1,2,4-Hydroxybenzenesulfonic acid,98-67-9,NA,C12849,M0494,(M-H)-,0.919895,0.9993233,NA,NA,20,0.575915,0.7346931,metlinDatabase0.0.1
M173T642,172.9909801,641.5281982,mz172.9910434953rt610.68792,1,2,4-Hydroxybenzenesulfonic acid,98-67-9,NA,C12849,M0494,(M-H)-,0.8912618,0.9993647,NA,NA,20,0.4555909,0.6595061,metlinDatabase0.0.1
M173T798,172.9909401,797.8343506,mz172.991012573242rt738.21336,1,2,4-Hydroxybenzenesulfonic acid,98-67-9,NA,C12849,M0494,(M-H)-,0.9685669,0.9992498,NA,NA,20,0.4671169,0.6666667,metlinDatabase0.0.1
M173T491,173.0816798,490.5571289,mz173.081574480609rt519.30228,1,2,Suberic acid,505-48-6,HMDB00893,C08278,NO00513,(M-H)-,0.8137985,0.9994703,NA,NA,15,0.6679294,0.7922572,orbitrapDatabase0.0.1
