mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=158.028722644	met42515	4,5-Dihydroorotic acid	HMDB0000528	Endogenous	Organic acids and derivatives	Cytoplasm	158.03275669	C5H6N2O4
m/z=158.028900543	met9529	2-Methylene-4-oxopentanedioic acid	HMDB0037759	Food	Organic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028900543	met74508	Zymonic acid	HMDB0031210	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	158.0215233	C6H6O5
m/z=158.028900543	met12098	L-Dihydroorotic acid	HMDB0003349	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	158.03275669	C5H6N2O4
m/z=158.028900543	met42515	4,5-Dihydroorotic acid	HMDB0000528	Endogenous	Organic acids and derivatives	Cytoplasm	158.03275669	C5H6N2O4
m/z=160.132410822	met69211	Propionylcholine	HMDB0013305	Endogenous	Organic compounds	NULL	160.13375383	C8H18NO2
m/z=162.147927714	met68548	1,3-Diisopropylbenzene	HMDB0013806	Endogenous	Organic compounds	Membrane (predicted from logP)	162.14085058	C12H18
m/z=162.147927714	met72781	Pregeijerene	HMDB0036759	Endogenous|Food	Organic compounds	Extracellular|Membrane	162.14085058	C12H18
m/z=174.148054607	met25158	Butyrylcholine	HMDB0013223	Endogenous	Organic compounds	NULL	174.14940389	C9H20NO2
m/z=174.148054607	met31019	5,7alpha-Dihydro-1,4,4,7a-tetramethyl-4H-indene	HMDB0036683	Endogenous|Food	Hydrocarbons	Extracellular|Membrane	174.14085058	C13H18
m/z=174.148054607	met36921	(2S,4R,5S)-Muscarine	HMDB0029936	Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular	174.14940389	C9H20NO2
m/z=186.079353829	met25064	5-Butyltetrahydro-2-oxo-3-furancarboxylic acid	HMDB0030992	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	186.08920894	C9H14O4
m/z=186.079353829	met26696	1-Methoxy-1H-indole-3-acetonitrile	HMDB0040973	Food	Organic compounds	Membrane	186.07931295	C11H10N2O
m/z=186.079353829	met63413	5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid	HMDB0030988	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	186.08920894	C9H14O4
m/z=186.148038055	met2092	7-Ethyl-5,6-dihydro-1,4-dimethylazulene	HMDB0035759	Endogenous|Food	Organic compounds	Extracellular|Membrane	186.14085058	C14H18
m/z=186.148038055	met2417	7-Ethyl-3,6-dihydro-1,4-dimethylazulene	HMDB0036471	Endogenous|Food	Organic compounds	Extracellular|Membrane	186.14085058	C14H18
m/z=190.054867727	met63718	Glycyl-Aspartate	HMDB0028837	Endogenous	Organic compounds	NULL	190.05897144	C6H10N2O5
m/z=190.054867727	met27255	Methyl (Z,Z)-10-hydroxy-2,8-decadiene-4,6-diynoate	HMDB0039359	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	190.06299419	C11H10O3
m/z=190.054867727	met55006	Avenalumic acid	HMDB0040731	Food	Organic compounds	Membrane	190.06299419	C11H10O3
m/z=190.054867727	met13382	(S)-2,3-Dihydro-5-hydroxy-2-methyl-1,4-naphthoquinone	HMDB0041122	Food	Organic compounds	Cytoplasm|Extracellular	190.06299419	C11H10O3
m/z=190.054867727	met25652	L-beta-aspartyl-L-glycine 	HMDB0011165	Endogenous	Organic compounds	NULL	190.05897144	C6H10N2O5
m/z=190.054867727	met67892	5-(Methylthio)-2-[(methylthio)methyl]-2-pentenal	HMDB0037815	Food	Organooxygen compounds	Cytoplasm|Extracellular	190.04860645	C8H14OS2
m/z=190.054867727	met28999	3-Dehydroquinate	HMDB0012710	Endogenous	Organooxygen compounds	NULL	190.04773805	C7H10O6
m/z=190.054867727	met39148	Aspartyl-Glycine	HMDB0028753	Endogenous	Organic compounds	NULL	190.05897144	C6H10N2O5
m/z=190.054867727	met73664	Coixinden A	HMDB0040938	Food	Organic compounds	Cytoplasm|Extracellular	190.06299419	C11H10O3
m/z=190.054867727	met43670	7-Methoxy-6-methyl-2H-1-benzopyran-2-one	HMDB0032991	Food	Organic compounds	Cytoplasm|Extracellular	190.06299419	C11H10O3
m/z=190.054867727	met23543	7-Hydroxy-2,5-dimethyl-4H-1-benzopyran-4-one	HMDB0040326	Food	Organic compounds	Cytoplasm|Extracellular	190.06299419	C11H10O3
m/z=196.096124778	met47771	1-(2-Thienyl)-1-heptanone	HMDB0040241	Food	Organooxygen compounds	Membrane	196.09218582	C11H16OS
m/z=200.163732296	met33615	3,4-Dihydrocadalene	HMDB0036453	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	200.15650064	C15H20
m/z=200.163732296	met59148	(S)-gamma-Calacorene	HMDB0036451	Food	Organic compounds	Membrane	200.15650064	C15H20
m/z=200.163732296	met35457	2-Hexenoylcholine	HMDB0013162	Endogenous	Organic compounds	NULL	200.16505395	C11H22NO2
m/z=200.163732296	met16349	alpha-Corocalene	HMDB0038204	Endogenous|Food	Organic compounds	Extracellular|Membrane	200.15650064	C15H20
m/z=203.086582073	met47902	Alanyl-Asparagine	HMDB0028682	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=203.086582073	met44348	3-Indolebutyric acid	HMDB0002096	Endogenous	Organic compounds	Membrane (predicted from logP)	203.09462866	C12H13NO2
m/z=203.086582073	met275	1-Isothiocyanato-7-(methylthio)heptane	HMDB0038440	Food	Organic compounds	Membrane	203.08024093	C9H17NS2
m/z=203.086582073	met47858	5-(2-Furanyl)-1,2,3,4,5,6-hexahydro-7H-cyclopenta[b]pyridin-7-one	HMDB0039656	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular|Membrane	203.09462866	C12H13NO2
m/z=203.086582073	met8558	Gamma-glutamyl-Glycine	HMDB0029149	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=203.086582073	met19844	Isosalsolidine	HMDB0041526	Food	Organoheterocyclic compounds	Membrane	203.09462866	C12H13NO2
m/z=203.086582073	met62553	Glycyl-Glutamine	HMDB0028839	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=203.086582073	met26060	Glutaminyl-Glycine	HMDB0028797	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=203.086582073	met15756	Asparaginyl-Alanine	HMDB0028724	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=203.086582073	met52796	Glycyl-Gamma-glutamate	HMDB0028855	Endogenous	Organic compounds	NULL	203.09060592	C7H13N3O4
m/z=204.089880223	met48294	3-Hydroxymethylantipyrine	HMDB0013840	Drug metabolite|Endogenous	Organic compounds	Extracellular	204.08987764	C11H12N2O2
m/z=204.089880223	met70049	D-Tryptophan	HMDB0013609	Endogenous	Organoheterocyclic compounds	NULL	204.08987764	C11H12N2O2
m/z=204.089880223	met57043	L-Tryptophan	HMDB0000929	Drug|Food	Organic compounds	Extracellular	204.08987764	C11H12N2O2
m/z=204.089880223	met33810	(±)-Tryptophan	HMDB0030396	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	204.08987764	C11H12N2O2
m/z=210.107682402	met1200	1,3-Diphenyl-2-propanone	HMDB0032561	Endogenous|Food	Phenylpropanoids and polyketides	Membrane	210.10446507	C15H14O
m/z=210.107682402	met32128	1,3-Diphenyl-1-propanone	HMDB0032041	Endogenous|Food	Phenylpropanoids and polyketides	Membrane	210.10446507	C15H14O
m/z=210.107682402	met996	Lactaroviolin	HMDB0035896	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	210.10446507	C15H14O
m/z=211.098738753	met25872	2-Methoxy-3-methyl-9H-carbazole	HMDB0033456	Food	Organic compounds	Membrane	211.09971404	C14H13NO
m/z=216.194861676	met63373	Heptanoylcholine	HMDB0013239	Endogenous	Organic compounds	NULL	216.19635408	C12H26NO2
m/z=216.194861676	met9601	Cyperotundone	HMDB0036578	Endogenous|Food	Organic compounds	Extracellular|Membrane	216.18780077	C16H24
m/z=221.097058552	met53960	N-Acetyl-b-D-galactosamine	HMDB0000853	Endogenous	Organic compounds	NULL	221.08993722	C8H15NO6
m/z=221.097058552	met45692	N-Acetylmannosamine	HMDB0001129	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)	221.08993722	C8H15NO6
m/z=221.097058552	met16227	N-Acetyl-D-glucosamine	HMDB0000215	Drug|Endogenous	Organic compounds	Cytoplasm|Membrane|Lysosome	221.08993722	C8H15NO6
m/z=221.097058552	met59502	Beta-N-Acetylglucosamine	HMDB0000803	Endogenous	Organic compounds	Cytoplasm	221.08993722	C8H15NO6
m/z=221.097058552	met26363	Avenic acid B	HMDB0038751	Food	Organic compounds	Cytoplasm|Extracellular	221.08993722	C8H15NO6
m/z=221.097058552	met37749	Carbofuran	HMDB0031770	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	221.10519335	C12H15NO3
m/z=221.097058552	met22359	Hydrocotarnine	HMDB0033701	Food	Organic compounds	Cytoplasm|Extracellular	221.10519335	C12H15NO3
m/z=221.097058552	met67898	2-Deoxysepiapterin	HMDB0000389	Endogenous	Organic compounds	NULL	221.09127462	C9H11N5O2
m/z=221.097058552	met14501	N-Acetylgalactosamine	HMDB0000212	Endogenous	Organic compounds	Lysosome|Golgi apparatus	221.08993722	C8H15NO6
m/z=225.107327793	met71163	Cytokinin B	HMDB0039238	Food	Organic compounds	Cytoplasm|Extracellular	225.10144538	C12H11N5
m/z=225.107327793	met19258	Nnal-N-oxide	HMDB0041953	Endogenous	Organic compounds	NULL	225.11134136	C10H15N3O3
m/z=226.17914315	met42953	(8E,15E)-1,8,15-Heptadecatriene-11,13-diyne	HMDB0031041	Endogenous|Food	Organic compounds	Membrane	226.1721507	C17H22
m/z=230.210457959	met3591	Capryloylcholine	HMDB0013225	Endogenous	Organic compounds	NULL	230.21200415	C13H28NO2
m/z=256.226009616	met12628	9-Decenoylcholine	HMDB0013206	Endogenous	Organic compounds	NULL	256.22765421	C15H30NO2
m/z=256.226032448	met12628	9-Decenoylcholine	HMDB0013206	Endogenous	Organic compounds	NULL	256.22765421	C15H30NO2
m/z=256.226097265	met12628	9-Decenoylcholine	HMDB0013206	Endogenous	Organic compounds	NULL	256.22765421	C15H30NO2
m/z=256.226111713	met12628	9-Decenoylcholine	HMDB0013206	Endogenous	Organic compounds	NULL	256.22765421	C15H30NO2
m/z=264.116006297	met28992	Cinnamyl cinnamate	HMDB0033832	Food	Phenylpropanoids and polyketides	Membrane	264.11502976	C18H16O2
m/z=264.116006297	met10886	Ilicifolinoside A	HMDB0041186	Food	Organic compounds	Cytoplasm|Extracellular	264.12090299	C11H20O7
m/z=264.116006297	met35271	(Z)-2-Methyl-2-butene-1,4-diol 4-O-beta-D-Glucopyranoside	HMDB0041187	Food	Organic compounds	Cytoplasm|Extracellular	264.12090299	C11H20O7
m/z=264.116006297	met24737	Alpha-N-Phenylacetyl-L-glutamine	HMDB0006344	Endogenous|Microbial	Organic compounds	Cytoplasm|Extracellular	264.11100701	C13H16N2O4
m/z=264.116006297	met62942	Acetyl-N-formyl-5-methoxykynurenamine	HMDB0004259	Endogenous	Organic compounds	Cytoplasm	264.11100701	C13H16N2O4
m/z=270.168935047	met11053	Estrone	HMDB0000145	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	270.16197995	C18H22O2
m/z=270.168935047	met54429	15-Octadecene-9,11,13-triynoic acid	HMDB0032673	Endogenous|Food	Organic compounds	Extracellular|Membrane	270.16197995	C18H22O2
m/z=271.172457804	met32925	Arginyl-Proline	HMDB0028717	Endogenous	Organic compounds	NULL	271.16443956	C11H21N5O3
m/z=271.172457804	met8455	Prolyl-Arginine	HMDB0029011	Endogenous	Organic compounds	NULL	271.16443956	C11H21N5O3
m/z=273.091822484	met51850	L-Thyronine	HMDB0000667	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	273.10010797	C15H15NO4
m/z=281.22936222	met64652	Methyl 15-cyanopentadecanoate	HMDB0032791	Endogenous|Food	Organic compounds	Extracellular|Membrane	281.23547924	C17H31NO2
m/z=281.229368199	met64652	Methyl 15-cyanopentadecanoate	HMDB0032791	Endogenous|Food	Organic compounds	Extracellular|Membrane	281.23547924	C17H31NO2
m/z=283.123776652	met12508	Gamma-glutamyl-Histidine	HMDB0029151	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met58891	Morphinone	HMDB0003563	Endogenous	Organic compounds	NULL	283.12084342	C17H17NO3
m/z=283.123776652	met16256	N-[2-Hydroxy-2-(4-hydroxyphenyl)ethyl]cinnamide	HMDB0030191	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	283.12084342	C17H17NO3
m/z=283.123776652	met52332	Histidinyl-Glutamine	HMDB0028883	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met2804	2-[Methyl(3-phenylpropanoyl)amino]benzoic acid	HMDB0032845	Food	Benzenoids	Membrane	283.12084342	C17H17NO3
m/z=283.123776652	met24875	Glutaminyl-Histidine	HMDB0028799	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met17578	Histidinyl-Gamma-glutamate	HMDB0028899	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met27335	Anaxagoreine	HMDB0034669	Food	Organic compounds	Cytoplasm|Extracellular	283.12084342	C17H17NO3
m/z=283.123776652	met33598	N-(p-Hydroxyphenyl)ethyl p-hydroxycinnamide	HMDB0039521	Food	Organic compounds	Membrane	283.12084342	C17H17NO3
m/z=283.123776652	met66190	N-Phenylacetylphenylalanine	HMDB0002372	Endogenous	Organic compounds	Membrane (predicted from logP)	283.12084342	C17H17NO3
m/z=287.203690856	met60189	Arginyl-Isoleucine	HMDB0028712	Endogenous	Organic compounds	NULL	287.19573969	C12H25N5O3
m/z=287.203690856	met42696	Arginyl-Leucine	HMDB0028713	Endogenous	Organic compounds	NULL	287.19573969	C12H25N5O3
m/z=287.203690856	met36051	Leucyl-Arginine	HMDB0028923	Endogenous	Organic compounds	NULL	287.19573969	C12H25N5O3
m/z=287.203690856	met24806	L-Octanoylcarnitine	HMDB0000791	Endogenous|Food	Organic compounds	Extracellular|Membrane	287.20965842	C15H29NO4
m/z=287.203690856	met186	Isoleucyl-Arginine	HMDB0028901	Endogenous	Organic compounds	NULL	287.19573969	C12H25N5O3
m/z=288.179646049	met62957	16b-Hydroxyestradiol	HMDB0000347	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	288.17254463	C18H24O3
m/z=288.179646049	met51196	4-Hydroxyestradiol	HMDB0005896	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	288.17254463	C18H24O3
m/z=288.179646049	met66972	17-Epiestriol	HMDB0000356	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)	288.17254463	C18H24O3
m/z=288.179646049	met8859	Estriol	HMDB0000153	Drug|Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	288.17254463	C18H24O3
m/z=288.179646049	met8975	O-Geranylvanillin	HMDB0040864	Food	Organic compounds	Membrane	288.17254463	C18H24O3
m/z=288.179646049	met18080	2-Hydroxyestradiol	HMDB0000338	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)	288.17254463	C18H24O3
m/z=288.179646049	met63060	16,17-Epiestriol	HMDB0000431	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	288.17254463	C18H24O3
m/z=288.179646049	met32699	Sakacin A	HMDB0034554	Food	Organic acids and derivatives	Cytoplasm|Extracellular	288.17975528	C12H24N4O4
m/z=292.1228114	met25596	Coriandrone B	HMDB0037775	Food	Organic compounds	Cytoplasm|Extracellular	292.13107375	C16H20O5
m/z=292.1228114	met3493	Coriandrone A	HMDB0037774	Food	Organic compounds	Cytoplasm|Extracellular	292.13107375	C16H20O5
m/z=292.1228114	met17560	11,12-Dimethoxydihydrokawain	HMDB0030767	Endogenous|Food	Organic compounds	Membrane	292.13107375	C16H20O5
m/z=292.1228114	met68815	Pantoyllactone glucoside	HMDB0041269	Food	Organic compounds	Cytoplasm|Extracellular	292.11581762	C12H20O8
m/z=292.1228114	met23864	Histidinyl-Histidine	HMDB0028887	Endogenous	Organic compounds	NULL	292.12838841	C12H16N6O3
m/z=293.116181579	met60932	4-Hydroxyproline galactoside	HMDB0029354	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	293.11106659	C11H19NO8
